date,country,D,H,I,M,S
2021-10-14,Sweden,4,0,0,5,0
2021-10-15,Afghanistan,3,1,0,33,0
2021-10-15,Japan,23,0,0,98,0
2021-10-15,Sweden,4,0,0,5,0
2021-10-16,Afghanistan,3,1,0,33,0
2021-10-16,Japan,23,0,0,98,0
2021-10-16,Sweden,4,0,0,5,0
2021-10-17,Afghanistan,3,1,0,33,0
2021-10-17,Japan,23,0,0,98,0
2021-10-17,Sweden,4,0,0,5,0
2021-10-18,Afghanistan,3,0,1,33,0
2021-10-18,Japan,23,0,0,98,0
2021-10-18,Sweden,4,0,0,5,0
2021-10-19,Afghanistan,3,0,1,33,0
2021-10-19,Japan,23,0,0,98,0
2021-10-19,Sweden,4,0,0,5,0
2021-10-20,Afghanistan,3,0,1,33,0
2021-10-20,Japan,23,0,0,98,0
2021-10-20,Sweden,4,0,0,5,0
2021-10-21,Afghanistan,3,0,1,33,0
2021-10-21,Japan,23,0,0,98,0
2021-10-21,Sweden,4,0,0,5,0
2021-10-22,Afghanistan,3,0,0,34,0
2021-10-22,Japan,23,0,0,98,0
2021-10-22,Sweden,4,0,0,5,0
2021-10-23,Afghanistan,3,0,0,34,0
2021-10-23,Japan,23,0,0,98,0
2021-10-23,Sweden,4,0,0,5,0
2021-10-24,Afghanistan,3,0,0,34,0
2021-10-24,Japan,23,0,0,98,0
2021-10-24,Sweden,4,0,0,5,0
2021-10-25,Afghanistan,3,0,0,34,0
2021-10-25,Japan,23,0,0,98,0
2021-10-25,Sweden,4,0,0,5,0
2021-10-26,Afghanistan,3,0,0,34,0
2021-10-26,Japan,23,0,0,98,0
2021-10-26,Sweden,4,0,0,5,0
2021-10-27,Afghanistan,3,0,0,34,0
2021-10-27,Japan,23,0,0,98,0
2021-10-27,Sweden,4,0,0,5,0
2021-10-28,Afghanistan,3,0,0,34,0
2021-10-28,Japan,23,0,0,98,0
2021-10-28,Sweden,4,0,0,5,0
2021-10-29,Afghanistan,3,0,0,34,0
2021-10-29,Japan,23,0,0,98,0
2021-10-29,Sweden,4,0,0,5,0
2021-10-30,Afghanistan,3,0,0,34,0
2021-10-30,Japan,23,0,0,98,0
2021-10-30,Sweden,4,0,0,5,0
2021-10-31,Afghanistan,3,0,0,34,0
2021-10-31,Japan,23,0,0,98,0
2021-10-31,Sweden,4,0,0,5,0
2021-11-01,Afghanistan,3,0,0,34,0
2021-11-01,Japan,23,0,0,98,0
2021-11-01,Sweden,4,0,0,5,0
2021-11-02,Afghanistan,3,0,0,34,0
2021-11-02,Japan,23,0,0,98,0
2021-11-02,Sweden,4,0,0,5,0
2021-11-03,Afghanistan,3,0,0,34,0
2021-11-03,Japan,23,0,0,98,0
2021-11-03,Sweden,4,0,0,5,0
2021-11-04,Afghanistan,3,0,0,34,0
2021-11-04,Japan,23,0,0,98,0
2021-11-04,Sweden,4,0,0,5,0
2021-11-05,Afghanistan,3,0,0,34,0
2021-11-05,Japan,23,0,0,98,0
2021-11-05,Sweden,4,0,0,5,0
2021-11-06,Afghanistan,3,0,0,34,0
2021-11-06,Japan,23,0,0,98,0
2021-11-06,Sweden,4,0,0,5,0
2021-11-07,Afghanistan,3,0,0,34,0
2021-11-07,Japan,23,0,0,98,0
2021-11-07,Sweden,4,0,0,5,0
2021-11-08,Afghanistan,3,0,0,34,0
2021-11-08,Japan,23,0,0,98,0
2021-11-08,Sweden,4,0,0,5,0
2021-11-09,Afghanistan,3,0,0,34,0
2021-11-09,Japan,23,0,0,98,0
2021-11-09,Sweden,4,0,0,5,0
2021-11-10,Afghanistan,3,0,0,34,0
2021-11-10,Japan,23,0,0,98,0
2021-11-10,Sweden,4,0,0,5,0
2021-11-11,Afghanistan,3,0,0,34,0
2021-11-11,Japan,23,0,0,98,0
2021-11-11,Sweden,4,0,0,5,0
2021-11-12,Afghanistan,3,0,0,34,0
2021-11-12,Japan,23,0,0,98,0
2021-11-12,Sweden,4,0,0,5,0
2021-11-13,Afghanistan,3,0,0,34,0
2021-11-13,Japan,23,0,0,98,0
2021-11-13,Sweden,4,0,0,5,0
2021-11-14,Afghanistan,3,0,0,34,0
2021-11-14,Japan,23,0,0,98,0
2021-11-14,Sweden,4,0,0,5,0
2021-11-15,Afghanistan,3,0,0,34,0
2021-11-15,Japan,23,0,0,98,0
2021-11-15,Sweden,4,0,0,5,0
2021-11-16,Afghanistan,3,0,0,34,0
2021-11-16,Japan,23,0,0,98,0
2021-11-16,Sweden,4,0,0,5,0
2021-11-17,Afghanistan,3,0,0,34,0
2021-11-17,Japan,23,0,0,98,0
2021-11-17,Sweden,4,0,0,5,0
2021-11-18,Afghanistan,3,0,0,34,0
2021-11-18,Japan,23,0,0,98,0
2021-11-18,Sweden,4,0,0,5,0
2021-11-19,Afghanistan,3,0,0,34,0
2021-11-19,Japan,23,0,0,98,0
2021-11-19,Sweden,4,0,0,5,0
2021-11-20,Afghanistan,3,0,0,34,0
2021-11-20,Japan,23,0,0,98,0
2021-11-20,Sweden,4,0,0,5,0
2021-11-21,Afghanistan,3,0,0,34,0
2021-11-21,Japan,23,0,0,98,0
2021-11-21,Sweden,4,0,0,5,0
2021-11-22,Afghanistan,3,0,0,34,0
2021-11-22,Japan,23,0,0,98,0
2021-11-22,Sweden,4,0,0,5,0
2021-11-23,Afghanistan,3,0,0,34,0
2021-11-23,Japan,23,0,0,98,0
2021-11-23,Sweden,4,0,0,5,0
2021-11-24,Afghanistan,3,0,0,34,0
2021-11-24,Japan,23,0,0,98,0
2021-11-24,Sweden,4,0,0,5,0
2021-11-25,Afghanistan,3,0,0,34,0
2021-11-25,Japan,23,0,0,98,0
2021-11-25,Sweden,4,0,0,5,0
2021-11-26,Afghanistan,3,0,0,34,0
2021-11-26,Japan,23,0,0,98,0
2021-11-26,Sweden,4,0,0,5,0
2021-11-27,Afghanistan,3,0,0,34,0
2021-11-27,Japan,23,0,0,98,0
2021-11-27,Sweden,4,0,0,5,0
2021-11-28,Afghanistan,3,0,0,34,0
2021-11-28,Japan,23,0,0,98,0
2021-11-28,Sweden,4,0,0,5,0
2021-11-29,Afghanistan,3,0,0,34,0
2021-11-29,Japan,23,0,0,98,0
2021-11-29,Sweden,4,0,0,5,0
2021-11-30,Afghanistan,3,0,0,34,0
2021-11-30,Japan,23,0,0,98,0
2021-11-30,Sweden,4,0,0,5,0
2021-12-01,Afghanistan,3,0,0,34,0
2021-12-01,Japan,23,0,0,98,0
2021-12-01,Sweden,4,0,0,5,0
2021-12-02,Afghanistan,3,0,0,34,0
2021-12-02,Japan,23,0,0,98,0
2021-12-02,Sweden,4,0,0,5,0
2021-12-03,Afghanistan,3,0,0,34,0
2021-12-03,Japan,23,0,0,98,0
2021-12-03,Sweden,4,0,0,5,0
2021-12-04,Afghanistan,3,0,0,34,0
2021-12-04,Japan,23,0,0,98,0
2021-12-04,Sweden,4,0,0,5,0
2021-12-05,Afghanistan,3,0,0,34,0
2021-12-05,Japan,23,0,0,98,0
2021-12-05,Sweden,4,0,0,5,0
2021-12-06,Afghanistan,3,0,0,34,0
2021-12-06,Japan,23,0,0,98,0
2021-12-06,Sweden,4,0,0,5,0
2021-12-07,Afghanistan,3,0,0,34,0
2021-12-07,Japan,23,3,0,95,0
2021-12-07,Sweden,4,0,0,5,0
2021-12-08,Afghanistan,3,0,0,34,0
2021-12-08,Japan,23,5,2,91,0
2021-12-08,Sweden,4,0,0,5,0
2021-12-09,Afghanistan,3,0,0,34,0
2021-12-09,Japan,23,10,4,84,0
2021-12-09,Sweden,4,0,0,5,0
2021-12-10,Afghanistan,3,1,0,33,0
2021-12-10,Japan,23,12,6,80,0
2021-12-10,Sweden,4,0,0,5,0
2021-12-11,Afghanistan,3,2,0,32,0
2021-12-11,Japan,23,15,9,74,0
2021-12-11,Sweden,4,1,0,4,0
2021-12-12,Afghanistan,3,3,0,31,0
2021-12-12,Japan,23,10,12,76,0
2021-12-12,Sweden,4,0,1,4,0
2021-12-13,Afghanistan,3,3,0,31,0
2021-12-13,Japan,23,9,12,76,1
2021-12-13,Sweden,4,0,1,4,0
2021-12-14,Afghanistan,3,3,1,30,0
2021-12-14,Japan,23,7,14,76,1
2021-12-14,Sweden,4,0,1,4,0
2021-12-15,Afghanistan,3,2,3,29,0
2021-12-15,Japan,23,4,15,75,4
2021-12-15,Sweden,4,0,1,4,0
2021-12-16,Afghanistan,3,2,3,29,0
2021-12-16,Japan,23,3,12,74,9
2021-12-16,Sweden,4,0,0,4,1
2021-12-17,Afghanistan,3,1,4,29,0
2021-12-17,Japan,23,3,10,76,9
2021-12-17,Sweden,4,0,0,4,1
2021-12-18,Afghanistan,3,1,3,30,0
2021-12-18,Japan,23,2,7,77,12
2021-12-18,Sweden,4,0,0,4,1
2021-12-19,Afghanistan,3,1,1,31,1
2021-12-19,Japan,23,2,4,78,14
2021-12-19,Sweden,4,0,0,4,1
2021-12-20,Afghanistan,3,1,1,31,1
2021-12-20,Japan,23,1,3,78,16
2021-12-20,Sweden,4,0,0,4,1
2021-12-21,Afghanistan,3,2,0,31,1
2021-12-21,Japan,23,4,4,74,16
2021-12-21,Sweden,4,0,0,4,1
2021-12-22,Afghanistan,3,4,0,29,1
2021-12-22,Japan,23,8,5,69,16
2021-12-22,Sweden,4,0,0,4,1
2021-12-23,Afghanistan,3,4,1,28,1
2021-12-23,Japan,23,7,7,68,16
2021-12-23,Sweden,4,0,0,4,1
2021-12-24,Afghanistan,3,4,2,27,1
2021-12-24,Japan,23,8,11,63,16
2021-12-24,Sweden,4,0,0,4,1
2021-12-25,Afghanistan,3,6,3,24,1
2021-12-25,Japan,23,9,12,61,16
2021-12-25,Sweden,4,2,0,2,1
2021-12-26,Afghanistan,3,5,4,24,1
2021-12-26,Japan,23,12,11,58,17
2021-12-26,Sweden,4,2,0,2,1
2021-12-27,Afghanistan,3,6,4,22,2
2021-12-27,Japan,23,8,14,58,18
2021-12-27,Sweden,4,2,0,2,1
2021-12-28,Afghanistan,3,4,5,23,2
2021-12-28,Japan,23,10,11,58,19
2021-12-28,Sweden,4,2,0,2,1
2021-12-29,Afghanistan,3,5,4,22,3
2021-12-29,Japan,24,11,11,58,17
2021-12-29,Sweden,4,2,0,2,1
2021-12-30,Afghanistan,3,5,4,22,3
2021-12-30,Japan,24,10,13,61,13
2021-12-30,Sweden,4,1,1,3,0
2021-12-31,Afghanistan,3,3,6,21,4
2021-12-31,Japan,24,8,11,61,17
2021-12-31,Sweden,4,1,1,3,0
2022-01-01,Afghanistan,3,4,4,21,5
2022-01-01,Japan,24,10,9,64,14
2022-01-01,Sweden,4,1,1,3,0
2022-01-02,Afghanistan,3,4,4,22,4
2022-01-02,Japan,25,8,10,65,13
2022-01-02,Sweden,4,0,2,3,0
2022-01-03,Afghanistan,3,4,3,23,4
2022-01-03,Japan,26,5,10,66,14
2022-01-03,Sweden,4,0,1,3,1
2022-01-04,Afghanistan,3,4,0,24,6
2022-01-04,Japan,26,6,7,66,16
2022-01-04,Sweden,4,0,1,3,1
2022-01-05,Afghanistan,3,6,1,21,6
2022-01-05,Japan,26,6,9,64,16
2022-01-05,Sweden,4,0,1,3,1
2022-01-06,Afghanistan,3,8,1,19,6
2022-01-06,Japan,26,10,6,63,16
2022-01-06,Sweden,4,0,0,3,2
2022-01-07,Afghanistan,3,6,4,18,6
2022-01-07,Japan,26,14,5,58,18
2022-01-07,Sweden,4,0,0,3,2
2022-01-08,Afghanistan,3,4,6,18,6
2022-01-08,Japan,26,9,9,59,18
2022-01-08,Sweden,4,0,0,3,2
2022-01-09,Afghanistan,3,3,6,18,7
2022-01-09,Japan,27,7,12,57,18
2022-01-09,Sweden,4,0,0,3,2
2022-01-10,Afghanistan,3,3,6,19,6
2022-01-10,Japan,27,7,14,57,16
2022-01-10,Sweden,4,1,0,2,2
2022-01-11,Afghanistan,3,3,4,18,9
2022-01-11,Japan,27,8,13,57,16
2022-01-11,Sweden,4,1,0,2,2
2022-01-12,Afghanistan,3,4,2,20,8
2022-01-12,Japan,27,6,10,60,18
2022-01-12,Sweden,4,0,1,2,2
2022-01-13,Afghanistan,3,4,1,20,9
2022-01-13,Japan,27,7,6,62,19
2022-01-13,Sweden,4,0,1,2,2
2022-01-14,Afghanistan,3,3,2,21,8
2022-01-14,Japan,28,4,7,66,16
2022-01-14,Sweden,4,0,1,2,2
2022-01-15,Afghanistan,3,4,1,21,8
2022-01-15,Japan,28,5,7,64,17
2022-01-15,Sweden,4,0,1,2,2
2022-01-16,Afghanistan,3,3,2,21,8
2022-01-16,Japan,28,3,7,67,16
2022-01-16,Sweden,4,0,0,2,3
2022-01-17,Afghanistan,3,2,3,21,8
2022-01-17,Japan,28,2,7,71,13
2022-01-17,Sweden,4,1,0,2,2
2022-01-18,Afghanistan,3,2,2,24,6
2022-01-18,Japan,28,2,4,73,14
2022-01-18,Sweden,4,1,0,2,2
2022-01-19,Afghanistan,3,2,2,24,6
2022-01-19,Japan,28,2,3,73,15
2022-01-19,Sweden,4,1,0,2,2
2022-01-20,Afghanistan,3,3,1,23,7
2022-01-20,Japan,28,2,1,73,17
2022-01-20,Sweden,4,1,0,3,1
2022-01-21,Afghanistan,3,3,0,24,7
2022-01-21,Japan,28,2,0,76,15
2022-01-21,Sweden,4,1,0,3,1
2022-01-22,Afghanistan,3,3,0,24,7
2022-01-22,Japan,28,1,1,76,15
2022-01-22,Sweden,4,0,1,3,1
2022-01-23,Afghanistan,3,4,0,24,6
2022-01-23,Japan,28,1,1,77,14
2022-01-23,Sweden,4,0,1,3,1
2022-01-24,Afghanistan,3,4,0,24,6
2022-01-24,Japan,28,1,1,77,14
2022-01-24,Sweden,4,0,1,3,1
2022-01-25,Afghanistan,4,5,0,25,3
2022-01-25,Japan,28,1,1,78,13
2022-01-25,Sweden,4,0,1,3,1
2022-01-26,Afghanistan,4,5,0,25,3
2022-01-26,Japan,28,1,0,81,11
2022-01-26,Sweden,4,0,0,3,2
2022-01-27,Afghanistan,4,4,1,26,2
2022-01-27,Japan,28,2,0,82,9
2022-01-27,Sweden,4,0,0,3,2
2022-01-28,Afghanistan,4,3,2,26,2
2022-01-28,Japan,28,2,0,83,8
2022-01-28,Sweden,4,0,0,3,2
2022-01-29,Afghanistan,4,3,2,27,1
2022-01-29,Japan,28,2,0,84,7
2022-01-29,Sweden,4,0,0,3,2
2022-01-30,Afghanistan,4,3,2,27,1
2022-01-30,Japan,28,3,0,83,7
2022-01-30,Sweden,4,0,0,4,1
2022-01-31,Afghanistan,4,2,2,28,1
2022-01-31,Japan,28,3,0,83,7
2022-01-31,Sweden,4,0,0,4,1
2022-02-01,Afghanistan,4,1,2,28,2
2022-02-01,Japan,28,3,0,86,4
2022-02-01,Sweden,4,0,0,4,1
2022-02-02,Afghanistan,4,1,2,28,2
2022-02-02,Japan,28,2,1,87,3
2022-02-02,Sweden,4,0,0,4,1
2022-02-03,Afghanistan,4,1,2,29,1
2022-02-03,Japan,28,2,1,89,1
2022-02-03,Sweden,4,0,0,4,1
2022-02-04,Afghanistan,4,1,1,29,2
2022-02-04,Japan,28,1,2,89,1
2022-02-04,Sweden,4,0,0,4,1
2022-02-05,Afghanistan,4,1,0,29,3
2022-02-05,Japan,28,0,3,89,1
2022-02-05,Sweden,4,0,0,4,1
2022-02-06,Afghanistan,4,1,0,29,3
2022-02-06,Japan,28,0,2,89,2
2022-02-06,Sweden,4,0,0,4,1
2022-02-07,Afghanistan,4,1,0,29,3
2022-02-07,Japan,28,0,2,89,2
2022-02-07,Sweden,4,0,0,4,1
2022-02-08,Afghanistan,4,2,0,28,3
2022-02-08,Japan,28,0,1,90,2
2022-02-08,Sweden,4,0,0,4,1
2022-02-09,Afghanistan,4,1,1,28,3
2022-02-09,Japan,28,0,0,91,2
2022-02-09,Sweden,5,0,0,4,0
2022-02-10,Afghanistan,4,1,1,28,3
2022-02-10,Japan,28,0,0,91,2
2022-02-10,Sweden,5,0,0,4,0
2022-02-11,Afghanistan,4,2,1,27,3
2022-02-11,Japan,28,0,0,91,2
2022-02-11,Sweden,5,0,0,4,0
2022-02-12,Afghanistan,4,1,2,27,3
2022-02-12,Japan,28,0,0,91,2
2022-02-12,Sweden,5,0,0,4,0
2022-02-13,Afghanistan,4,1,1,28,3
2022-02-13,Japan,28,0,0,91,2
2022-02-13,Sweden,5,0,0,4,0
2022-02-14,Afghanistan,4,1,1,28,3
2022-02-14,Japan,28,0,0,91,2
2022-02-14,Sweden,5,0,0,4,0
2022-02-15,Afghanistan,4,1,1,29,2
2022-02-15,Japan,28,0,0,91,2
2022-02-15,Sweden,5,0,0,4,0
2022-02-16,Afghanistan,4,1,0,30,2
2022-02-16,Japan,28,0,0,91,2
2022-02-16,Sweden,5,0,0,4,0
2022-02-17,Afghanistan,4,1,0,30,2
2022-02-17,Japan,28,0,0,91,2
2022-02-17,Sweden,5,0,0,4,0
2022-02-18,Afghanistan,4,1,0,31,1
2022-02-18,Japan,28,0,0,91,2
2022-02-18,Sweden,5,0,0,4,0
2022-02-19,Afghanistan,4,2,0,31,0
2022-02-19,Japan,28,0,0,91,2
2022-02-19,Sweden,5,0,0,4,0
2022-02-20,Afghanistan,4,2,0,31,0
2022-02-20,Japan,28,0,0,92,1
2022-02-20,Sweden,5,0,0,4,0
2022-02-21,Afghanistan,4,2,0,31,0
2022-02-21,Japan,28,0,0,92,1
2022-02-21,Sweden,5,0,0,4,0
2022-02-22,Afghanistan,4,1,1,31,0
2022-02-22,Japan,28,0,0,92,1
2022-02-22,Sweden,5,0,0,4,0
2022-02-23,Afghanistan,4,1,1,31,0
2022-02-23,Japan,28,0,0,93,0
2022-02-23,Sweden,5,0,0,4,0
2022-02-24,Afghanistan,4,1,1,31,0
2022-02-24,Japan,28,0,0,93,0
2022-02-24,Sweden,5,0,0,4,0
2022-02-25,Afghanistan,4,1,1,31,0
2022-02-25,Japan,28,0,0,93,0
2022-02-25,Sweden,5,0,0,4,0
2022-02-26,Afghanistan,4,1,0,32,0
2022-02-26,Japan,28,0,0,93,0
2022-02-26,Sweden,5,0,0,4,0
2022-02-27,Afghanistan,4,1,0,32,0
2022-02-27,Japan,28,0,0,93,0
2022-02-27,Sweden,5,0,0,4,0
2022-02-28,Afghanistan,4,1,0,32,0
2022-02-28,Japan,28,0,0,93,0
2022-02-28,Sweden,5,0,0,4,0
2022-03-01,Afghanistan,4,1,0,32,0
2022-03-01,Japan,28,0,0,93,0
2022-03-01,Sweden,5,0,0,4,0
2022-03-02,Afghanistan,4,1,0,32,0
2022-03-02,Japan,28,0,0,93,0
2022-03-02,Sweden,5,0,0,4,0
2022-03-03,Afghanistan,4,1,0,32,0
2022-03-03,Japan,28,0,0,93,0
2022-03-03,Sweden,5,0,0,4,0
2022-03-04,Afghanistan,4,1,0,32,0
2022-03-04,Japan,28,0,0,93,0
2022-03-04,Sweden,5,0,0,4,0
2022-03-05,Afghanistan,4,1,0,32,0
2022-03-05,Japan,28,0,0,93,0
2022-03-05,Sweden,5,0,0,4,0
2022-03-06,Afghanistan,4,1,0,32,0
2022-03-06,Japan,28,0,0,93,0
2022-03-06,Sweden,5,0,0,4,0
2022-03-07,Afghanistan,4,1,0,32,0
2022-03-07,Japan,28,0,0,93,0
2022-03-07,Sweden,5,0,0,4,0
2022-03-08,Afghanistan,4,1,0,32,0
2022-03-08,Japan,28,0,0,93,0
2022-03-08,Sweden,5,0,0,4,0
2022-03-09,Afghanistan,4,1,0,32,0
2022-03-09,Japan,28,0,0,93,0
2022-03-09,Sweden,5,0,0,4,0
2022-03-10,Afghanistan,4,1,0,32,0
2022-03-10,Japan,28,0,0,93,0
2022-03-10,Sweden,5,0,0,4,0
2022-03-11,Afghanistan,4,1,0,32,0
2022-03-11,Japan,28,0,0,93,0
2022-03-11,Sweden,5,0,0,4,0
2022-03-12,Afghanistan,4,1,0,32,0
2022-03-12,Japan,28,0,0,93,0
2022-03-12,Sweden,5,0,0,4,0
2022-03-13,Afghanistan,4,1,0,32,0
2022-03-13,Japan,28,0,0,93,0
2022-03-13,Sweden,5,0,0,4,0
2022-03-14,Afghanistan,4,0,1,32,0
2022-03-14,Japan,28,0,0,93,0
2022-03-14,Sweden,5,0,0,4,0
2022-03-15,Afghanistan,4,0,1,32,0
2022-03-15,Japan,28,0,0,93,0
2022-03-15,Sweden,5,0,0,4,0
2022-03-16,Afghanistan,4,0,1,32,0
2022-03-16,Japan,28,0,0,93,0
2022-03-16,Sweden,5,0,0,4,0
2022-03-17,Afghanistan,4,0,1,32,0
2022-03-17,Japan,28,0,0,93,0
2022-03-17,Sweden,5,0,0,4,0
2022-03-18,Afghanistan,4,0,0,33,0
2022-03-18,Japan,28,0,0,93,0
2022-03-18,Sweden,5,0,0,4,0
2022-03-19,Afghanistan,4,0,0,33,0
2022-03-19,Japan,28,0,0,93,0
2022-03-19,Sweden,5,0,0,4,0
2022-03-20,Afghanistan,4,0,0,33,0
2022-03-20,Japan,28,0,0,93,0
2022-03-20,Sweden,5,0,0,4,0
2022-03-21,Afghanistan,4,0,0,33,0
2022-03-21,Japan,28,0,0,93,0
2022-03-21,Sweden,5,0,0,4,0
2022-03-22,Afghanistan,4,0,0,33,0
2022-03-22,Japan,28,0,0,93,0
2022-03-22,Sweden,5,0,0,4,0
2022-03-23,Afghanistan,4,0,0,33,0
2022-03-23,Japan,28,0,0,93,0
2022-03-23,Sweden,5,0,0,4,0
2022-03-24,Afghanistan,4,0,0,33,0
2022-03-24,Japan,28,0,0,93,0
2022-03-24,Sweden,5,0,0,4,0
2022-03-25,Afghanistan,4,0,0,33,0
2022-03-25,Japan,28,0,0,93,0
2022-03-25,Sweden,5,0,0,4,0
2022-03-26,Afghanistan,4,0,0,33,0
2022-03-26,Japan,28,0,0,93,0
2022-03-26,Sweden,5,0,0,4,0
2022-03-27,Afghanistan,4,0,0,33,0
2022-03-27,Japan,28,0,0,93,0
2022-03-27,Sweden,5,0,0,4,0
2022-03-28,Afghanistan,4,0,0,33,0
2022-03-28,Japan,28,0,0,93,0
2022-03-28,Sweden,5,0,0,4,0
2022-03-29,Afghanistan,4,0,0,33,0
2022-03-29,Japan,28,0,0,93,0
2022-03-29,Sweden,5,0,0,4,0
2022-03-30,Afghanistan,4,0,0,33,0
2022-03-30,Japan,28,0,0,93,0
2022-03-30,Sweden,5,0,0,4,0
2022-03-31,Afghanistan,4,0,0,33,0
2022-03-31,Japan,28,0,0,93,0
2022-03-31,Sweden,5,0,0,4,0
2022-04-01,Afghanistan,4,0,0,33,0
2022-04-01,Japan,28,0,0,93,0
2022-04-01,Sweden,5,0,0,4,0
2022-04-02,Afghanistan,4,0,0,33,0
2022-04-02,Japan,28,0,0,93,0
2022-04-02,Sweden,5,0,0,4,0
2022-04-03,Afghanistan,4,0,0,33,0
2022-04-03,Japan,28,0,0,93,0
2022-04-03,Sweden,5,0,0,4,0
2022-04-04,Afghanistan,4,0,0,33,0
2022-04-04,Japan,28,0,0,93,0
2022-04-04,Sweden,5,0,0,4,0
2022-04-05,Afghanistan,4,0,0,33,0
2022-04-05,Japan,28,0,0,93,0
2022-04-05,Sweden,5,0,0,4,0
2022-04-06,Afghanistan,4,0,0,33,0
2022-04-06,Japan,28,0,0,93,0
2022-04-06,Sweden,5,0,0,4,0
2022-04-07,Afghanistan,4,0,0,33,0
2022-04-07,Japan,28,0,0,93,0
2022-04-07,Sweden,5,0,0,4,0
2022-04-08,Afghanistan,4,0,0,33,0
2022-04-08,Japan,28,0,0,93,0
2022-04-08,Sweden,5,0,0,4,0
2022-04-09,Afghanistan,4,0,0,33,0
2022-04-09,Japan,28,0,0,93,0
2022-04-09,Sweden,5,0,0,4,0
2022-04-10,Afghanistan,4,0,0,33,0
2022-04-10,Japan,28,0,0,93,0
2022-04-10,Sweden,5,0,0,4,0
2022-04-11,Afghanistan,4,0,0,33,0
2022-04-11,Japan,28,2,0,91,0
2022-04-11,Sweden,5,0,0,4,0
2022-04-12,Afghanistan,4,0,0,33,0
2022-04-12,Japan,28,3,0,90,0
2022-04-12,Sweden,5,0,0,4,0
2022-04-13,Afghanistan,4,0,0,33,0
2022-04-13,Japan,28,3,2,88,0
2022-04-13,Sweden,5,0,0,4,0
2022-04-14,Afghanistan,4,0,0,33,0
2022-04-14,Japan,28,0,5,88,0
2022-04-14,Sweden,5,0,0,4,0
2022-04-15,Afghanistan,4,0,0,33,0
2022-04-15,Japan,28,0,5,88,0
2022-04-15,Sweden,5,0,0,4,0
2022-04-16,Afghanistan,4,0,0,33,0
2022-04-16,Japan,28,2,5,86,0
2022-04-16,Sweden,5,0,0,4,0
2022-04-17,Afghanistan,4,1,0,32,0
2022-04-17,Japan,28,2,4,87,0
2022-04-17,Sweden,5,0,0,4,0
2022-04-18,Afghanistan,4,2,0,31,0
2022-04-18,Japan,28,3,2,86,2
2022-04-18,Sweden,5,0,0,4,0
2022-04-19,Afghanistan,4,1,1,31,0
2022-04-19,Japan,28,2,3,86,2
2022-04-19,Sweden,5,0,0,4,0
2022-04-20,Afghanistan,4,2,1,30,0
2022-04-20,Japan,28,2,3,86,2
2022-04-20,Sweden,5,0,0,4,0
2022-04-21,Afghanistan,4,2,1,30,0
2022-04-21,Japan,28,2,3,86,2
2022-04-21,Sweden,5,0,0,4,0
2022-04-22,Afghanistan,4,1,2,30,0
2022-04-22,Japan,28,3,2,85,3
2022-04-22,Sweden,5,0,0,4,0
2022-04-23,Afghanistan,4,1,1,31,0
2022-04-23,Japan,28,4,1,84,4
2022-04-23,Sweden,5,0,0,4,0
2022-04-24,Afghanistan,4,1,1,31,0
2022-04-24,Japan,28,5,1,83,4
2022-04-24,Sweden,5,0,0,4,0
2022-04-25,Afghanistan,4,1,1,31,0
2022-04-25,Japan,28,5,1,82,5
2022-04-25,Sweden,5,0,0,4,0
2022-04-26,Afghanistan,4,1,0,32,0
2022-04-26,Japan,28,7,1,80,5
2022-04-26,Sweden,5,0,0,4,0
2022-04-27,Afghanistan,4,1,1,31,0
2022-04-27,Japan,28,9,3,76,5
2022-04-27,Sweden,5,0,0,4,0
2022-04-28,Afghanistan,4,1,1,31,0
2022-04-28,Japan,28,9,6,73,5
2022-04-28,Sweden,5,0,0,4,0
2022-04-29,Afghanistan,4,2,1,30,0
2022-04-29,Japan,28,12,7,69,5
2022-04-29,Sweden,5,1,0,3,0
2022-04-30,Afghanistan,4,2,1,30,0
2022-04-30,Japan,28,11,10,67,5
2022-04-30,Sweden,5,1,0,3,0
